UTC_Date,UTC_Time,video_filename,video_time,Lat,Lon,Cherry1,Cherry2,Cherry3,Cherry4,Cherry5,Cherry6,Cherry7,Cherry8
28/11/2008,0:51:52,VTS_01_1.VOB,0:08:01,-25.78791,110.93648, mud,mud,r_flat,,,,,
28/11/2008,0:52:15,VTS_01_1.VOB,0:08:24,-25.78794,110.93651, mud,mud,leb_bur,leb_crtr,,,,
28/11/2008,0:53:35,VTS_01_1.VOB,0:09:44,-25.78814,110.93659, mud,mud,r_flat,,,,,
28/11/2008,0:55:28,VTS_01_1.VOB,0:11:37,-25.78841,110.93654, undefined,,,,,,,
28/11/2008,0:56:38,VTS_01_1.VOB,0:12:47,-25.78855,110.93638, repeat,,,,,,,
28/11/2008,0:58:29,VTS_01_1.VOB,0:14:38,-25.78871,110.93607, mud,mud,r_flat,leb_bur,cucumbr_a,,,
28/11/2008,0:59:30,VTS_01_1.VOB,0:15:39,-25.78877,110.93592, mud,mud,r_flat,leb_bur,,,,
28/11/2008,1:01:19,VTS_01_1.VOB,0:17:28,-25.78889,110.93558, mud,mud,r_flat,leb_bur,cucumbr_a,,,
28/11/2008,1:01:43,VTS_01_1.VOB,0:17:52,-25.78894,110.9355, mud,mud,r_flat,crustcn,leb_bur, ,,
28/11/2008,1:02:37,VTS_01_1.VOB,0:18:46,-25.78901,110.9353, mud,mud,r_flat,leb_bur,,
28/11/2008,1:03:00,VTS_01_1.VOB,0:19:09,-25.78903,110.9352, mud,mud,r_flat,crustcn,,
28/11/2008,1:03:27,VTS_01_1.VOB,0:19:36,-25.78906,110.93509, mud,mud,r_flat,leb_bur,cucumbr_a,
28/11/2008,1:04:37,VTS_01_1.VOB,0:20:46,-25.78916,110.9348, mud,mud,r_flat,crustcn,,
28/11/2008,1:05:30,VTS_02_1.VOB,0:00:05,-25.78926,110.93459, mud,mud,r_flat,cucumbr_a,leb_bur,
28/11/2008,1:06:34,VTS_02_1.VOB,0:01:09,-25.78939,110.93436, mud,mud,r_flat,,,
28/11/2008,1:07:30,VTS_02_1.VOB,0:02:05,-25.78946,110.93417, mud,mud,r_flat,leb_bur,crustcn,
28/11/2008,1:07:55,VTS_02_1.VOB,0:02:30,-25.78949,110.9341, mud,mud,r_flat,fish,cucumbr_a,leb_bur
28/11/2008,1:08:42,VTS_02_1.VOB,0:03:17,-25.78956,110.93391, mud,mud,r_flat,cucumbr_a,leb_bur,
28/11/2008,1:09:30,VTS_02_1.VOB,0:04:05,-25.7896,110.93375, mud,mud,r_flat,leb_bur,,
28/11/2008,1:10:15,VTS_02_1.VOB,0:04:50,-25.78962,110.93359, mud,mud,r_flat,leb_crtr,leb_bur,
28/11/2008,1:11:05,VTS_02_1.VOB,0:05:40,-25.78964,110.93346, mud,mud,r_flat,leb_bur,,
28/11/2008,1:11:50,VTS_02_1.VOB,0:06:25,-25.78964,110.93336, mud,mud,r_flat,,,
28/11/2008,1:12:30,VTS_02_1.VOB,0:07:05,-25.78967,110.93325, mud,mud,r_flat,leb_bur,,
28/11/2008,1:13:21,VTS_02_1.VOB,0:07:56,-25.78973,110.93315, mud,mud,r_flat,cucumbr_a,leb_bur,leb_mnds
28/11/2008,1:14:20,VTS_02_1.VOB,0:08:55,-25.78982,110.93304, mud,mud,r_flat,fish,,
28/11/2008,1:15:01,VTS_02_1.VOB,0:09:36,-25.78988,110.93295, mud,mud,r_flat,,
28/11/2008,1:15:36,VTS_02_1.VOB,0:10:11,-25.78993,110.93283, mud,mud,r_flat,crustcn,
28/11/2008,1:16:19,VTS_02_1.VOB,0:10:54,-25.79,110.93269, mud,mud,r_flat,leb_trks,
28/11/2008,1:16:53,VTS_02_1.VOB,0:11:28,-25.79005,110.9326, mud,mud,r_flat,shrimp,
28/11/2008,1:17:42,VTS_02_1.VOB,0:12:17,-25.79013,110.93247, mud,mud,r_flat,leb_trks,shrimp
28/11/2008,1:18:24,VTS_02_1.VOB,0:12:59,-25.79019,110.93237, mud,mud,r_flat,leb_bur,
28/11/2008,1:18:52,VTS_02_1.VOB,0:13:27,-25.79023,110.9323, mud,mud,r_flat,unkn,cucumbr_a
28/11/2008,1:19:56,VTS_02_1.VOB,0:14:31,-25.79032,110.93211, mud,mud,r_flat,fish,leb_bur
28/11/2008,1:20:56,VTS_02_1.VOB,0:15:31,-25.79039,110.93188, mud,mud,r_flat,shrimp,leb_mnds
28/11/2008,1:21:41,VTS_02_1.VOB,0:16:16,-25.79044,110.93172, mud,mud,r_flat,leb_mnds,whip
28/11/2008,1:22:28,VTS_02_1.VOB,0:17:03,-25.79048,110.93154, mud,mud,r_flat,leb_bur,
28/11/2008,1:23:20,VTS_02_1.VOB,0:17:55,-25.79056,110.93135, mud,mud,r_flat,,
28/11/2008,1:24:17,VTS_02_1.VOB,0:18:52,-25.79061,110.93112, mud,mud,r_flat,shrimp,
28/11/2008,1:25:11,VTS_02_1.VOB,0:19:46,-25.79066,110.93091, mud,mud,r_flat,crustcn,
28/11/2008,1:26:18,VTS_02_1.VOB,0:20:53,-25.79074,110.93066, mud,mud,r_flat,cucumbr_a,
28/11/2008,1:26:58,VTS_02_1.VOB,0:21:33,-25.79081,110.93058, mud,mud,r_flat,cucumbr_a,
28/11/2008,1:27:44,VTS_02_1.VOB,0:22:19,-25.79088,110.93049, mud,mud,r_flat,,,,
28/11/2008,1:28:33,VTS_02_1.VOB,0:23:08,-25.79099,110.9304, mud,mud,r_flat,cucumbr_a,,,
28/11/2008,1:28:58,VTS_02_1.VOB,0:23:33,-25.79106,110.93037, mud,mud,r_flat,crustcn,cucumbr_a,slug, 
28/11/2008,1:29:46,VTS_02_1.VOB,0:24:21,-25.79117,110.93029, mud,mud,r_flat,,,,
28/11/2008,1:30:27,VTS_02_1.VOB,0:25:02,-25.79125,110.93018, mud,mud,r_flat,,,,
28/11/2008,1:31:20,VTS_02_1.VOB,0:25:55,-25.79129,110.93, mud,mud,r_flat,cucumbr_a,,,
28/11/2008,1:32:05,VTS_02_1.VOB,0:26:40,-25.79126,110.92982, mud,mud,r_flat,spg_3d,crustcn,unkn,jellyfish
28/11/2008,1:33:03,VTS_02_1.VOB,0:27:38,-25.79119,110.92953, mud,mud,r_flat,cucumbr_a,,,
28/11/2008,1:33:40,VTS_02_1.VOB,0:28:15,-25.79111,110.9293, mud,rock,r_flat,leb_mnds,,,
28/11/2008,1:34:24,VTS_02_1.VOB,0:28:59,-25.79096,110.92904, mud,mud,r_flat,cucumbr_a,jellyfish,,
28/11/2008,1:35:08,VTS_02_1.VOB,0:29:43,-25.79082,110.92873, mud,mud,r_flat,leb_trks,cucumbr_a,,
28/11/2008,1:35:48,VTS_02_2.VOB,0:00:27,-25.79067,110.92847, mud,mud,r_flat,crustcn,cucumbr_a,,
28/11/2008,1:36:33,VTS_02_2.VOB,0:01:12,-25.79054,110.92814, mud,mud,r_flat,cucumbr_a,unkn,,
28/11/2008,1:37:24,VTS_02_2.VOB,0:02:03,-25.79048,110.92776, mud,mud,r_flat,unkn,,,
28/11/2008,1:38:10,VTS_02_2.VOB,0:02:49,-25.79053,110.92751, mud,mud,r_flat,,,,
28/11/2008,1:38:59,VTS_02_2.VOB,0:03:38,-25.79068,110.92736, mud,mud,r_flat,leb_trks,cucumbr_a,,
28/11/2008,1:39:42,VTS_02_2.VOB,0:04:21,-25.79084,110.92728, rock,mud,r_mod,cucumbr_a,,,,
28/11/2008,1:40:33,VTS_02_2.VOB,0:05:12,-25.79103,110.9272, mud,mud,r_flat,cucumbr_a,,,,
28/11/2008,1:41:15,VTS_02_2.VOB,0:05:54,-25.79118,110.92713, mud,mud,r_flat,cucumbr_a,whip,,,
28/11/2008,1:42:04,VTS_02_2.VOB,0:06:43,-25.79137,110.92705, mud,mud,r_flat,gorg,cucumbr_a,,,
28/11/2008,1:42:30,VTS_02_2.VOB,0:07:09,-25.79148,110.92699, rock,mud,r_wall,cucumbr_a,,,,
28/11/2008,1:43:24,VTS_02_2.VOB,0:08:03,-25.79168,110.92689, mud,mud,r_flat,cucumbr_a,shrimp,,,
28/11/2008,1:44:18,VTS_02_2.VOB,0:08:57,-25.79187,110.92676, mud,mud,,,,,,
28/11/2008,1:45:00,VTS_02_2.VOB,0:09:39,-25.792,110.92664, mud,mud,r_flat,cucumbr_a,,,,
28/11/2008,1:45:55,VTS_02_2.VOB,0:10:34,-25.79218,110.92651, mud,mud,r_flat,whip,leb_mnds,leb_crtr,shrimp,cucumbr_a
28/11/2008,1:46:40,VTS_02_2.VOB,0:11:19,-25.79229,110.92638, mud,mud,r_flat,unkn,,,,
28/11/2008,1:47:37,VTS_02_2.VOB,0:12:16,-25.79242,110.92617, mud,mud,r_flat,cucumbr_a,,,,
28/11/2008,1:48:24,VTS_02_2.VOB,0:13:03,-25.79251,110.92603, mud,mud,r_flat,,,,,
28/11/2008,1:49:17,VTS_02_2.VOB,0:13:56,-25.79258,110.92583, mud,mud,r_flat,cucumbr_a,,,,
28/11/2008,1:49:56,VTS_02_2.VOB,0:14:35,-25.79261,110.92568, mud,mud,r_flat,,,,,
28/11/2008,1:50:32,VTS_02_2.VOB,0:15:11,-25.79266,110.92558, mud,mud,r_flat,,,,,
28/11/2008,1:51:21,VTS_02_2.VOB,0:16:00,-25.79275,110.92542, mud,mud,r_flat,unkn,cucumbr_a,shrimp,,
28/11/2008,1:52:18,VTS_02_2.VOB,0:16:57,-25.79281,110.92522, mud,mud,r_flat,cucumbr_a,fish,shrimp,
28/11/2008,1:53:00,VTS_02_2.VOB,0:17:39,-25.79283,110.92505, mud,mud,r_flat,unkn,,,
28/11/2008,1:53:46,VTS_02_2.VOB,0:18:25,-25.79281,110.92487, rock,mud,r_wall,r_low,cucumbr_a,unkn,
28/11/2008,1:54:17,VTS_02_2.VOB,0:18:56,-25.79276,110.92476, mud,mud,r_flat,cucumbr_a,leb_trks,,
28/11/2008,1:55:24,VTS_02_2.VOB,0:20:03,-25.79266,110.92446, mud,mud,r_flat,whip,leb_trks,cucumbr_a,crustcn
28/11/2008,1:56:21,VTS_02_2.VOB,0:21:00,-25.7926,110.9242, mud,mud,r_flat,leb_trks,,,
28/11/2008,1:58:01,VTS_03_1.VOB,0:00:30,-25.79264,110.92374, mud,mud,r_flat,,,,
28/11/2008,1:58:40,VTS_03_1.VOB,0:01:09,-25.7927,110.9236, mud,mud,r_flat,crustcn,unkn,cucumbr_a,
28/11/2008,1:59:40,VTS_03_1.VOB,0:02:09,-25.79282,110.92339, mud,mud,r_flat,crustcn,unkn,,
28/11/2008,2:00:12,VTS_03_1.VOB,0:02:41,-25.7929,110.92327, mud,mud,r_flat,shrimp,leb_crtr,whip,
28/11/2008,2:00:57,VTS_03_1.VOB,0:03:26,-25.79302,110.92313, mud,mud,r_flat,leb_trks,unkn,,
28/11/2008,2:01:49,VTS_03_1.VOB,0:04:18,-25.79317,110.92295, mud,mud,r_flat,gorg,,,
28/11/2008,2:02:30,VTS_03_1.VOB,0:04:59,-25.79329,110.92278, mud,mud,r_flat,fish,,,
28/11/2008,2:03:04,VTS_03_1.VOB,0:05:33,-25.79338,110.92265, mud,mud,r_flat,leb_trks,,,
28/11/2008,2:03:40,VTS_03_1.VOB,0:06:09,-25.79345,110.92251, mud,mud,r_flat,fish,leb_oth,,
28/11/2008,2:04:59,VTS_03_1.VOB,0:07:28,-25.79354,110.92213, mud,mud,r_flat,,,,
28/11/2008,2:05:37,VTS_03_1.VOB,0:08:06,-25.79355,110.92194, mud,mud,r_flat,unkn,,
28/11/2008,2:06:26,VTS_03_1.VOB,0:08:55,-25.79355,110.92165, mud,mud,r_flat,fish,,
28/11/2008,2:07:12,VTS_03_1.VOB,0:09:41,-25.79355,110.92137, mud,mud,r_flat,,,
28/11/2008,2:07:59,VTS_03_1.VOB,0:10:28,-25.79357,110.9211, mud,mud,r_flat,,,
28/11/2008,2:08:45,VTS_03_1.VOB,0:11:14,-25.79356,110.92083, mud,mud,r_flat,unkn,leb_crtr,crustcn
28/11/2008,2:09:31,VTS_03_1.VOB,0:12:00,-25.79358,110.92062, mud,mud,r_flat,,,
28/11/2008,2:11:00,VTS_03_1.VOB,0:13:29,-25.79377,110.92038, mud,mud,r_flat,leb_trks,,
28/11/2008,2:14:34,VTS_03_1.VOB,0:17:03,-25.79421,110.92015, mud,mud,r_flat,leb_trks,,